Varco,Data,Passaggi_24h
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,02/15/2016,16989
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,02/16/2016,17228
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,02/17/2016,17426
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,02/18/2016,17504
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,02/19/2016,17877
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,02/20/2016,11535
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,02/21/2016,10542
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,02/22/2016,17415
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,02/23/2016,17280
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,02/24/2016,15672
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,02/25/2016,17866
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,02/26/2016,17561
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,02/27/2016,10444
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,02/28/2016,8612
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,02/29/2016,16846
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,03/01/2016,12445
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,03/02/2016,17337
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,03/03/2016,17746
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,03/04/2016,18086
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,03/05/2016,9986
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,03/06/2016,9130
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,03/07/2016,17169
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,03/08/2016,17496
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,03/09/2016,17626
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,03/10/2016,17767
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,02/10/2016,17466
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,02/11/2016,18619
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,02/12/2016,19039
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,02/13/2016,11186
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,02/14/2016,8394
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,02/15/2016,17268
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,02/16/2016,18045
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,02/17/2016,18158
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,02/18/2016,18623
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,02/19/2016,19656
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,02/20/2016,12412
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,02/21/2016,10228
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,02/22/2016,17432
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,02/23/2016,18036
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,02/24/2016,16698
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,02/25/2016,18863
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,02/26/2016,19327
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,02/27/2016,11321
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,02/28/2016,8679
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,02/29/2016,17305
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,03/01/2016,14543
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,03/02/2016,18282
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,03/03/2016,18562
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,03/04/2016,19593
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,03/05/2016,11086
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,03/06/2016,8920
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,03/07/2016,17415
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,03/08/2016,18075
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,03/09/2016,18409
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,03/10/2016,18713
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,10/01/2015,4012
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,10/02/2015,4074
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,10/03/2015,3057
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,10/04/2015,2200
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,10/05/2015,3918
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,10/06/2015,3933
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,10/07/2015,3993
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,10/08/2015,4054
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,10/09/2015,4137
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,10/10/2015,3061
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,10/11/2015,2379
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,10/12/2015,3821
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,10/13/2015,3889
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,10/14/2015,3951
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,10/15/2015,4048
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,10/16/2015,4218
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,10/17/2015,3094
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,10/18/2015,2000
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,10/19/2015,3956
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,10/20/2015,4077
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,10/21/2015,4011
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,10/22/2015,4029
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,10/23/2015,4214
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,10/24/2015,3133
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,10/25/2015,2098
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,10/26/2015,3813
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,10/27/2015,3956
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,10/28/2015,3878
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,10/29/2015,4026
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,10/30/2015,4249
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,10/31/2015,3167
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,11/01/2015,2234
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,11/02/2015,4044
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,11/03/2015,4059
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,11/04/2015,4012
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,11/05/2015,4097
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,11/06/2015,4207
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,11/07/2015,3190
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,11/08/2015,2096
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,11/09/2015,3965
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,11/10/2015,4008
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,11/11/2015,4062
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,11/12/2015,4001
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,11/13/2015,4208
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,11/14/2015,3013
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,11/15/2015,2205
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,11/16/2015,3834
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,11/17/2015,3901
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,11/18/2015,3988
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,11/19/2015,3988
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,11/20/2015,4062
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,11/21/2015,3057
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,11/22/2015,2254
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,11/23/2015,3855
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,11/24/2015,3969
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,11/25/2015,4055
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,11/26/2015,3972
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,11/27/2015,4240
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,11/28/2015,3058
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,11/29/2015,2037
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,11/30/2015,3965
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,12/01/2015,3999
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,12/02/2015,4001
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,12/03/2015,3952
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,12/04/2015,4110
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,12/05/2015,2994
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,12/06/2015,1857
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,12/07/2015,2737
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,12/08/2015,1787
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,12/09/2015,4045
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,12/10/2015,4000
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,12/11/2015,4148
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,12/12/2015,3253
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,12/13/2015,2132
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,12/14/2015,4042
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,12/15/2015,4118
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,12/16/2015,4134
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,12/17/2015,4389
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,12/18/2015,4434
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,12/19/2015,3359
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,12/20/2015,2421
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,12/21/2015,4122
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,12/22/2015,4254
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,12/23/2015,3980
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,12/24/2015,3054
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,12/25/2015,1756
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,12/26/2015,1548
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,12/27/2015,1743
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,12/28/2015,2871
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,12/29/2015,2962
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,12/30/2015,2988
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,12/31/2015,2481
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,01/01/2016,1190
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,01/02/2016,1818
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,01/03/2016,1462
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,01/04/2016,2751
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,01/05/2016,2993
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,01/06/2016,1787
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,01/07/2016,3523
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,01/08/2016,3789
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,01/09/2016,2585
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,01/10/2016,1704
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,01/11/2016,3767
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,01/12/2016,3962
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,01/13/2016,4074
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,01/14/2016,3903
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,01/15/2016,4105
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,01/16/2016,2951
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,01/17/2016,2034
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,01/18/2016,3887
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,01/19/2016,3788
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,01/20/2016,3829
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,01/21/2016,3970
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,01/22/2016,3922
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,01/23/2016,3016
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,01/24/2016,1980
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,01/25/2016,3903
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,01/26/2016,3919
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,01/27/2016,3891
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,01/28/2016,3881
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,01/29/2016,4119
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,01/30/2016,2912
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,01/31/2016,2057
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,02/01/2016,3777
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,02/02/2016,3826
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,02/03/2016,3825
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,02/04/2016,4083
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,02/05/2016,2
S.P. 203 GAGGIANO - BINASCO al Km 6+032 Dir. BINASCO,02/19/2016,0
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,10/01/2015,13201
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,10/02/2015,13038
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,10/03/2015,8778
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,10/04/2015,7372
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,10/05/2015,12358
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,10/06/2015,12265
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,10/07/2015,11202
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,10/08/2015,13849
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,10/09/2015,14233
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,10/10/2015,8916
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,10/11/2015,7923
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,10/12/2015,12524
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,10/13/2015,11979
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,10/14/2015,12426
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,10/15/2015,11352
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,10/16/2015,13590
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,10/17/2015,8826
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,10/18/2015,7130
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,10/19/2015,10414
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,10/20/2015,12366
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,10/21/2015,13047
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,10/22/2015,12829
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,10/23/2015,13506
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,10/24/2015,7201
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,10/25/2015,7364
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,10/26/2015,4105
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,10/27/2015,8830
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,10/28/2015,12364
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,10/29/2015,12681
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,10/30/2015,10694
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,10/31/2015,8605
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,11/01/2015,7660
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,11/02/2015,10955
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,11/03/2015,11676
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,11/04/2015,11851
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,11/05/2015,12013
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,11/06/2015,13408
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,11/07/2015,8332
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,11/08/2015,6573
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,11/09/2015,11249
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,11/10/2015,10949
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,11/11/2015,10409
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,11/12/2015,10475
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,11/13/2015,6832
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,11/14/2015,6922
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,11/15/2015,6867
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,11/16/2015,10643
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,11/17/2015,11327
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,11/18/2015,9689
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,11/19/2015,11539
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,11/20/2015,12170
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,11/21/2015,8597
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,11/22/2015,7384
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,11/23/2015,11966
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,11/24/2015,12032
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,11/25/2015,12102
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,11/26/2015,12020
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,11/27/2015,10039
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,11/28/2015,8561
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,11/29/2015,7064
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,11/30/2015,11827
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,12/01/2015,11452
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,12/02/2015,5143
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,12/03/2015,4033
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,12/04/2015,5548
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,12/05/2015,6277
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,12/06/2015,5639
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,12/07/2015,9037
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,12/08/2015,4108
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,12/09/2015,9590
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,12/10/2015,7492
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,12/11/2015,10666
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,12/12/2015,7317
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,12/13/2015,7203
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,12/14/2015,11923
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,12/15/2015,12184
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,12/16/2015,12618
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,12/17/2015,12630
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,12/18/2015,13156
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,12/19/2015,7971
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,12/20/2015,7179
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,12/21/2015,12024
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,12/22/2015,12629
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,12/23/2015,12461
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,12/24/2015,8702
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,12/25/2015,4574
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,12/26/2015,1685
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,12/27/2015,864
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,12/28/2015,2326
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,12/29/2015,5020
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,12/30/2015,9635
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,12/31/2015,7343
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,01/01/2016,2531
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,01/02/2016,5652
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,01/03/2016,5893
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,01/04/2016,8656
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,01/05/2016,9065
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,01/06/2016,5775
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,01/07/2016,9927
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,01/08/2016,10550
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,01/09/2016,7364
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,01/10/2016,5637
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,01/11/2016,10663
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,01/12/2016,11298
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,01/13/2016,11562
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,01/14/2016,11461
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,01/15/2016,12375
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,01/16/2016,8133
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,01/17/2016,6598
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,01/18/2016,11523
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,01/19/2016,11489
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,01/20/2016,10467
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,01/21/2016,11956
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,01/22/2016,12080
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,01/23/2016,8139
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,01/24/2016,6596
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,01/25/2016,11061
