Varco,Data,Passaggi_24h
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,07/06/2016,18528
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,08/06/2016,18680
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,09/06/2016,19207
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,10/06/2016,19871
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,11/06/2016,12264
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,12/06/2016,10019
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,13/06/2016,17887
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,14/06/2016,18383
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,15/06/2016,18581
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,16/06/2016,19023
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,17/06/2016,18935
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,18/06/2016,12492
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,19/06/2016,10351
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,20/06/2016,17553
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,21/06/2016,18127
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,22/06/2016,18688
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,23/06/2016,19219
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,24/06/2016,20507
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,25/06/2016,12043
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,26/06/2016,9435
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,27/06/2016,17295
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,28/06/2016,18174
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,29/06/2016,18620
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,30/06/2016,16746
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,01/04/2016,12767
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,02/04/2016,8576
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,03/04/2016,7151
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,04/04/2016,11711
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,05/04/2016,12069
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,06/04/2016,12014
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,07/04/2016,12544
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,08/04/2016,12374
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,09/04/2016,8596
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,10/04/2016,7760
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,11/04/2016,11481
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,12/04/2016,12398
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,13/04/2016,12888
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,14/04/2016,12591
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,15/04/2016,12981
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,16/04/2016,8885
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,17/04/2016,7650
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,18/04/2016,11693
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,19/04/2016,12252
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,20/04/2016,12440
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,21/04/2016,12258
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,22/04/2016,12640
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,23/04/2016,8401
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,24/04/2016,6985
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,25/04/2016,7088
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,26/04/2016,11882
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,27/04/2016,12590
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,28/04/2016,12554
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,29/04/2016,12517
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,30/04/2016,8645
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,01/05/2016,6885
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,02/05/2016,11598
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,03/05/2016,12243
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,04/05/2016,12342
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,05/05/2016,12476
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,06/05/2016,13068
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,07/05/2016,8902
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,08/05/2016,8069
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,09/05/2016,11559
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,10/05/2016,11954
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,11/05/2016,11932
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,12/05/2016,12080
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,13/05/2016,12672
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,14/05/2016,8297
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,15/05/2016,7910
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,16/05/2016,12092
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,17/05/2016,13040
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,18/05/2016,12258
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,19/05/2016,11892
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,20/05/2016,12979
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,21/05/2016,8872
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,22/05/2016,7950
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,23/05/2016,11567
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,24/05/2016,12405
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,25/05/2016,12109
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,26/05/2016,11617
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,27/05/2016,13084
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,28/05/2016,8620
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,29/05/2016,6926
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,30/05/2016,12006
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,31/05/2016,12162
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,01/06/2016,12533
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,02/06/2016,7152
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,03/06/2016,10050
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,04/06/2016,7826
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,05/06/2016,7773
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,06/06/2016,12157
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,07/06/2016,12102
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,08/06/2016,12563
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,09/06/2016,12292
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,10/06/2016,12959
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,11/06/2016,8813
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,12/06/2016,7296
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,13/06/2016,11577
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,14/06/2016,11974
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,15/06/2016,12092
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,16/06/2016,12682
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,17/06/2016,12118
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,18/06/2016,8499
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,19/06/2016,7347
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,20/06/2016,11938
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,21/06/2016,12731
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,22/06/2016,11980
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,23/06/2016,12472
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,24/06/2016,13088
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,25/06/2016,8434
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,26/06/2016,7299
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,27/06/2016,11752
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,28/06/2016,12478
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,29/06/2016,12367
S.P. 40 BINASCO - MELEGNANO al Km 12+490 Dir. BINASCO,30/06/2016,12778
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,01/04/2016,10996
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,02/04/2016,7449
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,03/04/2016,6250
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,04/04/2016,10560
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,05/04/2016,10810
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,06/04/2016,11054
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,07/04/2016,11404
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,08/04/2016,11239
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,09/04/2016,7226
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,10/04/2016,6649
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,11/04/2016,10710
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,12/04/2016,10720
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,13/04/2016,11092
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,14/04/2016,11428
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,15/04/2016,11527
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,16/04/2016,7562
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,17/04/2016,6729
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,18/04/2016,10906
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,19/04/2016,11059
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,20/04/2016,11202
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,21/04/2016,10990
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,22/04/2016,11352
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,23/04/2016,7192
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,24/04/2016,6079
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,25/04/2016,5850
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,26/04/2016,10636
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,27/04/2016,11322
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,28/04/2016,11808
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,29/04/2016,11110
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,30/04/2016,7362
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,01/05/2016,5789
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,02/05/2016,10451
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,03/05/2016,11217
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,04/05/2016,11000
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,05/05/2016,10934
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,06/05/2016,11008
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,07/05/2016,6969
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,08/05/2016,6776
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,09/05/2016,10452
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,10/05/2016,10460
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,11/05/2016,10526
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,12/05/2016,10708
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,13/05/2016,11174
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,14/05/2016,7109
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,15/05/2016,6608
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,16/05/2016,10578
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,17/05/2016,11035
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,18/05/2016,11202
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,19/05/2016,10578
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,20/05/2016,10663
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,21/05/2016,7586
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,22/05/2016,6069
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,23/05/2016,10308
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,24/05/2016,11026
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,25/05/2016,10813
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,26/05/2016,10583
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,27/05/2016,11281
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,28/05/2016,7896
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,29/05/2016,6090
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,30/05/2016,10224
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,31/05/2016,10578
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,01/06/2016,11655
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,02/06/2016,5968
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,03/06/2016,8973
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,04/06/2016,6481
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,05/06/2016,6495
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,06/06/2016,10596
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,07/06/2016,10895
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,08/06/2016,10759
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,09/06/2016,10983
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,10/06/2016,11436
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,11/06/2016,7467
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,12/06/2016,6122
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,13/06/2016,10386
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,14/06/2016,10581
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,15/06/2016,10655
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,16/06/2016,10802
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,17/06/2016,10830
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,18/06/2016,7308
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,19/06/2016,6367
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,20/06/2016,10682
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,21/06/2016,11076
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,22/06/2016,10744
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,23/06/2016,11110
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,24/06/2016,11180
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,25/06/2016,7084
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,26/06/2016,6355
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,27/06/2016,10234
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,28/06/2016,10702
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,29/06/2016,10595
S.P. 40 BINASCO - MELEGNANO al Km 13+031 Dir. MELEGNANO,30/06/2016,9622
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,01/04/2016,43716
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,02/04/2016,41121
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,03/04/2016,33588
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,04/04/2016,38757
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,05/04/2016,40227
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,06/04/2016,40368
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,07/04/2016,41054
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,08/04/2016,43210
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,09/04/2016,43113
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,10/04/2016,36177
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,11/04/2016,39225
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,12/04/2016,40035
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,13/04/2016,40542
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,14/04/2016,35896
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,15/04/2016,44368
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,16/04/2016,44178
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,17/04/2016,35711
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,18/04/2016,39863
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,19/04/2016,39304
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,20/04/2016,40161
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,21/04/2016,42752
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,22/04/2016,43211
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,23/04/2016,40474
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,24/04/2016,32594
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,25/04/2016,29750
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,26/04/2016,40366
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,27/04/2016,40234
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,28/04/2016,42328
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,29/04/2016,44454
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,30/04/2016,40267
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,01/05/2016,30888
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,02/05/2016,40693
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,03/05/2016,40563
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,04/05/2016,41021
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,05/05/2016,43375
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,06/05/2016,43533
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,07/05/2016,38688
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,08/05/2016,36285
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,09/05/2016,35599
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,10/05/2016,39792
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,11/05/2016,34849
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,12/05/2016,38674
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,13/05/2016,41529
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,14/05/2016,40975
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,15/05/2016,34829
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,16/05/2016,38294
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,17/05/2016,39724
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,18/05/2016,40690
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,19/05/2016,38368
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,20/05/2016,43485
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,21/05/2016,40354
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,22/05/2016,33559
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,23/05/2016,38805
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,24/05/2016,38014
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,25/05/2016,41516
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,26/05/2016,40778
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,27/05/2016,44252
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,28/05/2016,39982
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,29/05/2016,31449
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,30/05/2016,37881
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,31/05/2016,39564
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,01/06/2016,44525
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,02/06/2016,30938
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,03/06/2016,36234
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,04/06/2016,32884
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,05/06/2016,30241
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,06/06/2016,38803
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,07/06/2016,40356
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,08/06/2016,41322
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,09/06/2016,42316
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,10/06/2016,44553
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,11/06/2016,40055
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,12/06/2016,32621
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,13/06/2016,39751
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,14/06/2016,36633
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,15/06/2016,40819
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,16/06/2016,40493
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,17/06/2016,40837
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,18/06/2016,39507
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,19/06/2016,32252
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,20/06/2016,37726
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,21/06/2016,32690
S.P. ex S.S. 35 MILANO-MEDA al Km 133+354 Dir. MILANO,22/06/2016,32965
