"dataInizio","dataFine","sindacato","settore","categoria","modalita","rilevanza","dataProclamazione","dataRicezione","nome_regione","nome_provincia","note"
"2017-05-12","2017-05-12","CONFAEL ASSOVOLO TRASPORTO AEREO","Aereo","PERSONALE NAVIGANTE (PILOTI ED ASSISTENTI DI VOLO) GRUPPO ALITALIA SAI","24 ORE: DALLE 00.01 ALLE 23.59","Nazionale","2017-04-20","2017-04-20 18:26:00"," Italia","Tutte",""
"2017-05-12","2017-05-12","USB LAVORO PRIVATO","Aereo","PERSONALE GRUPPO ALITALIA","INTERA GIORNATA","Nazionale","2017-04-20","2017-04-21 10:22:00"," Italia","Tutte",""
"2017-05-12","2017-05-12","CUB","Aereo","SCIOPERO GENERALE LAVORATORI COMPARTO AEREO, AEROPORTUALE ED INDOTTO DEGLI AEROPORTI","24 ORE: DALLE 00.01 ALLE 23.59","Nazionale","2017-04-23","2017-05-03 16:47:00"," Italia","Tutte","ADESIONE O.S. CUB TRASPORTI"
"2017-05-12","2017-05-12","FILT-CGIL/FIT-CISL/UILT-UILT/UGL TRASPORTI/SALPAS-ORSA/FAST MOBILITA'","Appalti ferroviari","PERSONALE SETTORE APPALTI INDOTTO FERROVIARIO","INTERO TURNO","Nazionale","2017-04-28","2017-04-28 11:40:00"," Italia","Tutte","ESCLUSIONE DELLE SOCC. ELIOR, DUSSMANN SERVICE, MIORELLI, PULITORI ED AFFINI, SPD, COMPASS, GEDIS E GIERRE"
"2017-06-16","2017-06-16","CONFEDERAZIONE CUB","Aereo","SCIOPERO GENERALE LAVORATORI COMPARTO AEREO, AEROPORTUALE ED INDOTTO DEGLI AEROPORTI","24 ORE: DALLE 00.01 ALLE 23.59","Nazionale","2017-05-08","2017-05-08 22:02:00"," Italia","Tutte","ADESIONE O.S. CUB TRASPORTI CON REVOCA PER LA SOC. ENAV"
"2017-05-28","2017-05-28","CONFAEL ASSOVOLO TRASPORTO AEREO","Aereo","PERSONALE NAVIGANTE (PILOTI ED ASSISTENTI DI VOLO) GRUPPO ALITALIA SAI","8 ORE: DALLE 10.00 ALLE 18.00","Nazionale","2017-05-09","2017-05-09 16:12:00"," Italia","Tutte",""
"2017-06-16","2017-06-16","CUB/SGB","Intersettoriale","SCIOPERO GENERALE DI TUTTI I LAVORATORI DEI TRASPORTI","INTERA GIORNATA -  AEREO: DALLE 00.01 ALLE 23.59; FERROVIARIO: DALLE 21.01 DEL 15/6 ALLE 21.00 DEL 16/6; TPL: 24 ORE CON MODALITA' TERRITORIALI; MARITTIMO: ISOLE MAGGIORI DA 1 ORA PRIMA PARTENZE DEL 16/6, ISOLE MINORI 00.01-24.00; ANAS: INTERO TURNO","Nazionale","2017-05-03","2017-05-10 11:07:00"," Italia","Tutte","ADESIONE OO.SS. CUB TRASPORTI, SGB, SLAI-COBAS E USI - ESCLUSO INTERO SERVIZIO TRASPORTO FERROVIARIO REGIONI PIEMONTE E VALLE D'AOSTA"
"2017-05-28","2017-05-28","FATA-CISAL","Aereo","PERSONALE NON DIRIGENTE SOC. ENAV FUNZIONE SIO","4 ORE: DALLE 13.00 ALLE 17.00","Nazionale","2017-05-11","2017-05-11 16:15:00"," Italia","Tutte",""
"2017-05-28","2017-05-28","RSA UNICA","Aereo","PERSONALE SOC. ENAV ACC DI PADOVA","4 ORE:DALLE 13.00 ALLE 17.00","Nazionale","2017-05-11","2017-05-11 18:44:00"," Italia","Tutte",""
"2017-07-05","2017-07-05","FILT-CGIL/FIT-CISL/UILT-UIL/UGL-TA","Aereo","PERSONALE SOC. ENAV","4 ORE: DALLE 13.00 ALLE 17.00","Nazionale","2017-05-12","2017-05-12 15:30:00"," Italia","Tutte",""
"2017-05-28","2017-05-28","UNICA","Aereo","PERSONALE SOC. ENAV","4 ORE: DALLE 13.00 ALLE 17.00","Nazionale","2017-05-16","2017-05-16 12:07:00"," Italia","Tutte",""
"2017-05-28","2017-05-28","CUB TRASPORTI","Aereo","PERSONALE GRUPPO ALITALIA-SAI","8 ORE: DALLE 10.00 ALLE 18.00","Nazionale","2017-05-16","2017-05-16 22:48:00"," Italia","Tutte","ADESIONE DA PARTE DELLA O.S. USB LAVORO PRIVATO"
"2017-05-29","2017-05-29","FILT-CGIL/FIT-CISL/UILT-UIL","Trasporto merci","SCIOPERO NAZIONALE SETTORE AUTOTRASPORTO MERCI","4 ORE CON ARTICOLAZIONI A LIVELLO TERRITORIALE","Nazionale","2017-05-17","2017-05-17 17:45:00"," Italia","Tutte",""
"2017-05-29","2017-05-29","URI-URITAXI/UNICA TAXI CGIL/CONFARTGIANATO","Taxi","FERMO NAZIONALE SERVIZIO TAXI NELLE PRINCIPALI STAZIONI FERROVIARIE","15 ORE: DALLE 8.00 ALLE 22.00","Nazionale","2017-05-18","2017-05-18 19:29:00"," Italia","Tutte",""
"2017-06-16","2017-06-16","COBAS LAVORO PRIVATO","Intersettoriale","SCIOPERO GENERALE COMPARTI TRASPORTI PUBBLICI E PRIVATI","INTERA GIORNATA -  AEREO: DALLE 00.01 ALLE 23.59; FERROVIARIO: DALLE 21.01 DEL 15/6 ALLE 21.00 DEL 16/6; TPL: 24 ORE CON MODALITA' TERRITORIALI; MARITTIMO: ISOLE MAGGIORI DA 1 ORA PRIMA PARTENZE DEL 16/6, ISOLE MINORI 00.01-24.00","Nazionale","2017-05-28","2017-05-29 09:42:00"," Italia","Tutte","ESCLUSO  PERSONALE SOC. TRENITALIA DIV. PASSEGGERI REGIONI PIEMONTE E VALLE D'AOSTA"
"2017-06-16","2017-06-16","CONFAEL ASSOVOLO TRASPORTO AEREO","Aereo","PERSONALE NAVIGANTE (PILOTI ED ASSISTENTI DI VOLO) GRUPPO ALITALIA SAI","4 ORE: DALLE 10.00 ALLE 14.00","Nazionale","2017-06-01","2017-06-01 16:28:00"," Italia","Tutte",""
"2017-06-14","2017-06-14","RSU","Aereo","PERSONALE SOC. TECHNO SKY DI MILANO ACC, LINATE C.A. E MONTE SETTEPANI","24 ORE: DALLE 00.00 ALLE 24.00","Nazionale","2017-06-02","2017-06-02 14:24:00"," Italia","Tutte","SCIOPERO STRAORDINARIO, FLESSIBILITA' E REPERIBILITA' DALLE 00.00 ALLE 24.00 DEL 14/6"
"2017-06-16","2017-06-16","USB LAVORO PRIVATO TRASPORTI","Aereo","PERSONALE NAVIGANTE E DI TERRA DELLE COMPAGNIE AEREE OPERANTI IN ITALIA","14 ORE: DALLE 10.00 ALLE 23.59","Nazionale","2017-06-04","2017-06-04 22:35:00"," Italia","Tutte","PERSONALE GRUPPO ALITALIA SAI/CITYLINER E MERIDIANAFLY: DALLE 10.00 ALLE 18.00"
"2017-06-15","2017-06-16","CUB TRASPORTI","Ferroviario","PERSONALE TRASPORTO PASSEGGERI E MERCI SOCC. GRUPPO FSI, NTV, TRENORD, MERCITALIA R.,SERFER, RTC,CAPTRAIN I.,SBB CARGO I., DB CARGO I.,RCI ED ALTRE","24 ORE: DALLE 21.00 DEL 15/6 ALLE 21.00 DEL 16/6","Nazionale","2017-06-03","2017-06-04 11:54:00"," Italia","Tutte","ESCLUSO PERSONALE DIPENDENTE CON SEDE LAVORATIVA REGIONI PIEMONTE E VALLE D'AOSTA "
"2017-06-16","2017-06-16","SUL-CT","Trasporto pubblico locale","SCIOPERO NAZIONALE PERSONALE AZIENDE DI TRASPORTO PUBBLICO LOCALE","4 ORE CON ARTICOLAZIONI TERRITORIALI","Nazionale","2017-06-05","2017-06-05 18:44:00"," Italia","Tutte",""
"2017-06-30","2017-06-30","USB LAVORO PRIVATO","Trasporto pubblico locale","SCIOPERO NAZIONALE PERSONALE AZIENDE DI TRASPORTO PUBBLICO LOCALE","4 ORE CON ARTICOLAZIONI TERRITORIALI","Nazionale","2017-06-05","2017-06-05 20:02:00"," Italia","Tutte",""
"2017-06-26","2017-06-26","USB LAVORO PRIVATO","Trasporto pubblico locale","SCIOPERO NAZIONALE PERSONALE AZIENDE DI TRASPORTO PUBBLICO LOCALE","4 ORE CON ARTICOLAZIONI TERRITORIALI ","Nazionale","2017-06-06","2017-06-06 14:20:00"," Italia","Tutte","ORDINANZA MINISTERIALE N. 188 T DEL 23 06 2017 DI DIFFERIMENTO"
"2017-06-26","2017-06-26","SUL-CT/FAISA-CONFAIL","Trasporto pubblico locale","SCIOPERO NAZIONALE PERSONALE AZIENDE DI TRASPORTO PUBBLICO LOCALE","4 ORE CON ARTICOLAZIONI TERRITORIALI","Nazionale","2017-06-16","2017-06-16 19:07:00"," Italia","Tutte","ESCLUSIONE DEI BACINI INTERESSATI DAI TURNI DI BALLOTTAGGIO ELETTORALE - ORDINANZA MINISTERIALE N. 188 T DEL 23 06 2017 DI DIFFERIMENTO"
"2017-07-07","2017-07-07","FILT-CGIL/FIT-CISL/UILT-UIL/UGL VIABILITA' E LOGISTICA/SLA-CISAL","Circolazione e sicurezza stradale","SCIOPERO NAZIONALE PERSONALE NON TURNISTA SOC. AUTOSTRADE PER L'ITALIA","ULTIME 4 ORE DELLA PRESTAZIONE LAVORATIVA","Nazionale","2017-06-20","2017-06-20 12:05:00"," Italia","Tutte",""
"2017-07-09","2017-07-09","FILT-CGIL/FIT-CISL/UILT-UIL/UGL VIABILITA' E LOGISTICA/SLA-CISAL","Circolazione e sicurezza stradale","SCIOPERO NAZIONALE PERSONALE TURNISTA SOC. AUTOSTRADE PER L'ITALIA","ULTIME 4 ORE DELLA PRESTAZIONE LAVORATIVA","Nazionale","2017-06-20","2017-06-20 12:05:00"," Italia","Tutte",""
"2017-07-06","2017-07-06","SUL-CT","Trasporto pubblico locale","PERSONALE AZIENDE DI TRASPORTO PUBBLICO LOCALE","24 ORE: MODALITA' TERRITORIALI","Nazionale","2017-06-23","2017-06-23 22:02:00"," Italia","Tutte",""
"2017-07-06","2017-07-06","USB LAVORO PRIVATO","Trasporto pubblico locale","PERSONALE AZIENDE DI TRASPORTO PUBBLICO LOCALE","4 ORE: MODALITA' TERRITORIALI","Nazionale","2017-06-24","2017-06-24 13:03:00"," Italia","Tutte",""
"2017-07-09","2017-07-09","RSU","Aereo","PERSONALE SOC. TECHNO SKY DI MILANO ACC, LINATE C.A. E MONTE SETTEPANI","24 ORE: DALLE 00.00 ALLE 24.00","Nazionale","2017-06-24","2017-06-24 08:10:00"," Italia","Tutte",""
"2017-07-06","2017-07-06","FAISA-CONFAIL","Trasporto pubblico locale","PERSONALE AZIENDE DI TRASPORTO PUBBLICO LOCALE","4 ORE: MODALITA' TERRITORIALI","Nazionale","2017-06-24","2017-06-26 12:19:00"," Italia","Tutte",""
"2017-07-10","2017-07-10","FIT-CISL","Aereo","PERSONALE NAVIGANTE DI CABINA SOC. EASYJET","4 ORE: DALLE 14.00 ALLE 18.00","Nazionale","2017-06-29","2017-06-29 17:25:00"," Italia","Tutte",""
"2017-07-09","2017-07-10","OST FAO-COBAS","Trasporto merci","PERSONALE SOC. FRANCHIN GROUP DI PADOVA","48 ORE: DALLE 00.00 DEL 9/7 ALLE 24.00 DEL 10/7","Regionale","2017-06-29","2017-06-29 22:12:00","Veneto","Tutte",""
"2017-07-26","2017-07-26","UNICA","Aereo","PERSONALE SOC. ENAV","4 ORE: DALLE 13.00 ALLE 17.00","Nazionale","2017-07-03","2017-07-03 14:06:00"," Italia","Tutte","GARANZIA DEI VOLI IN ARRIVO E IN PARTENZA DA BERGAMO ORIO AL SERIO"
"2017-07-26","2017-07-26","FIT-CISL","Aereo","PERSONALE NAVIGANTE DI CABINA SOC. EASYJET","4 ORE: DALLE 13.00 ALLE 17.00","Nazionale","2017-07-03","2017-07-03 15:59:00"," Italia","Tutte","GARANZIA DEI VOLI IN ARRIVO E IN PARTENZA DA BERGAMO ORIO AL SERIO"
"2017-07-20","2017-07-20","FAISA-CONFAIL","Trasporto pubblico locale","PERSONALE AZIENDE DI TRASPORTO PUBBLICO LOCALE","24 ORE CON MODALITA' TERRITORIALI ","Nazionale","2017-07-07","2017-07-07 16:29:00"," Italia","Tutte","ADESIONE DELLA O.S. SUL-CT - REVOCA PARZIALE PER LE SOCC. SASA DI BOLZANO, AMT DI GENOVA, TUA DELLA REGIONE ABRUZZO E STP DI BARI"
"2017-10-27","2017-10-27","CUB/SGB/SI-COBAS/USI-AIT/SLAI-COBAS","Generale","SCIOPERO GENERALE SETTORI PUBBLICI E PRIVATI","AEREO: DALLE 10.00 ALLE 14.00; FERROVIARIO, TPL, MARITTIMO: DALLE 09.00 ALLE 13.00","Nazionale","2017-07-07","2017-07-13 09:07:00"," Italia","Tutte","ADESIONE DELLA O.S. CUB TRASPORTI - ORDINANZA MINISTERIALE N. 189 T DEL 24 10 2017 DI RIDUZIONE DURATA SCIOPERO TRASPORTI A 4 ORE ( AEREO: DALLE 10.00 ALLE 14.00 -\n FERROVIARIO, TPL, MARITTIMO: DALLE 9.00 ALLE 13.00 )"
"2017-07-26","2017-07-26","OSR FILT-CGIL/FIT-CISL/UILT-UIL/FLAI-TS","Aereo","PERSONALE SOC. AIRPORT HANDLING DI MILANO LINATE E MALPENSA","4 ORE: DALLE 13.00 ALLE 17.00","Nazionale","2017-07-12","2017-07-13 14:47:00"," Italia","Tutte",""
"2017-07-26","2017-07-26","CONFEDERAZIONE CUB","Aereo","SCIOPERO GENERALE LAVORATORI COMPARTO AEREO, AEROPORTUALE ED INDOTTO DEGLI AEROPORTI","4 ORE: DALLE 13.00 ALLE 17.00","Nazionale","2017-07-13","2017-07-13 19:19:00"," Italia","Tutte","ADESIONE DELLA O.S. CUB TRASPORTI - ESCLUSO AEROPORTO DI BERGAMO"
"2017-07-26","2017-07-26","CONFAEL ASSOVOLO TRASPORTO AEREO","Aereo","PERSONALE NAVIGANTE (PILOTI ED ASSISTENTI DI VOLO) GRUPPO ALITALIA SAI","4 ORE: DALLE 13.00 ALLE 17.00","Nazionale","2017-07-14","2017-07-14 18:23:00"," Italia","Tutte","ESCLUSIONE DEI VOLI DA E PER L'AEROPORTO DI BERGAMO ORIO AL SERIO "
"2017-09-03","2017-09-05","FAO-COBAS","Trasporto merci","PERSONALE AZIENDE DEL SETTORE TRASPORTO MERCI","72 ORE: DALLE 00.00 DEL 3/9 ALLE 24.00 DEL 5/9","Nazionale","2017-07-26","2017-07-26 01:17:00"," Italia","Tutte",""
"2017-09-21","2017-09-22","OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL TRASPORTI/ORSA/FAST MOBILITA'","Ferroviario","PERSONALE SOC. TRENITALIA DPLH VENDITA DIRETTA E COSTUMER SERVICE CAMPANIA","24 ORE: DALLE 21.01 DEL 21/9 ALLE 20.59 DEL 22/9","Regionale","2017-07-28","2017-07-28 12:23:00","Campania","Tutte",""
"2017-09-15","2017-09-15","OSP UGL-TA","Aereo","PERSONALE DI COORDINAMENTO DI SCALO DELLA SOC. SEA DI MILANO MALPENSA","24 ORE: DALLE 00.01 ALLE 23.59","Nazionale","2017-08-02","2017-08-02 15:13:00"," Italia","Tutte","ESCLUSIONE DEI VOLI DA E PER GLI AEROPORTI DI SASSARI, VERONA E FIRENZE"
"2017-09-29","2017-09-29","CUB","Aereo","LAVORATORI COMPARTO AEREO, AEROPORTUALE E INDOTTO DEGLI AEROPORTI","24 ORE: DALLE 00.01 ALLE 23.59","Nazionale","2017-08-05","2017-08-05 13:14:00"," Italia","Tutte","ADESIONE O.S. CUB TRASPORTI"
"2017-09-15","2017-09-15","OSR FILT-CGIL/FIT-CISL/UILT-UIL/FLAI TS","Aereo","PERSONALE SOC. AGS HANDLING DI MILANO MALPENSA","4 ORE: DALLE 10.00 ALLE 14.00","Nazionale","2017-08-10","2017-08-10 17:11:00"," Italia","Tutte",""
"2017-09-15","2017-09-15","OSR CUB TRASPORTI","Aereo","PERSONALE SOC. AGS HANDLING DI MILANO MALPENSA","4 ORE: DALLE 10.00 ALLE 14.00","Nazionale","2017-08-30","2017-08-30 10:25:00"," Italia","Tutte",""
"2017-09-15","2017-09-15","OSR UGL-TA","Aereo","PERSONALE SOC. AIRPORT HANDLING DI MILANO LINATE E MALPENSA","4 ORE: DALLE 10.00 ALLE 14.00","Nazionale","2017-07-31","2017-08-30 14:14:00"," Italia","Tutte","ESCLUSIONE DEI VOLI DA E PER GLI AEROPORTI DI SASSARI, VERONA E FIRENZE"
"2017-09-15","2017-09-15","OSP UGL -TA","Aereo","PERSONALE SOC. SEA DI MILANO LINATE","24 ORE: DALLE 00.01 ALLE 23.59","Nazionale","2017-08-02","2017-08-30 15:17:00"," Italia","Tutte","ESCLUSIONE DEI VOLI DA E PER GLI AEROPORTI DI SASSARI, VERONA E FIRENZE"
"2017-10-02","2017-10-02","CONFEDERAZIONE CUB","Aereo","LAVORATORI COMPARTO AEREO, AEROPORTUALE E INDOTTO DEGLI AEROPORTI","24 ORE: DALLE 00.01 ALLE 23.59","Nazionale","2017-09-05","2017-09-05 14:12:00"," Italia","Tutte","ADESIONE O.S. CUB TRASPORTI"
"2017-10-02","2017-10-02","OSR FILT-CGIL/FIT-CISL/UILT-UIL/FLAI TS","Aereo","PERSONALE SOC. AGS HANDLING DI MILANO MALPENSA","4 ORE: DALLE 10.00 ALLE 14.00","Nazionale","2017-09-07","2017-09-07 14:26:00"," Italia","Tutte",""
"2017-10-02","2017-10-02","OSR CUB TRASPORTI","Aereo","PERSONALE SOC. AGS HANDLING DI MILANO MALPENSA","4 ORE: DALLE 10.00 ALLE 14.00","Nazionale","2017-09-07","2017-09-07 16:54:00"," Italia","Tutte",""
"2017-10-02","2017-10-02","USB LAVORO PRIVATO","Aereo","PERSONALE DELL'INTERO TRASPORTO AEREO","24 ORE: DALLE 00.00 ALLE 23.59","Nazionale","2017-09-08","2017-09-08 11:30:00"," Italia","Tutte","ADESIONE OO.SS. ADL VARESE E APM-TA"
"2017-10-02","2017-10-02","OSR FILT-CGIL/FIT-CISL/UILT-UIL/FLAI-TS","Aereo","PERSONALE SOC. AIRPORT HANDLING DI MILANO LINATE E MALPENSA","8 ORE: DALLE 10.00 ALLE 18.00","Nazionale","2017-09-08","2017-09-08 15:19:00"," Italia","Tutte",""
"2017-11-17","2017-11-17","USB LAVORO PRIVATO","Generale","SCIOPERO GENERALE DEI TRASPORTI","INTERA GIORNATA","Nazionale","2017-09-14","2017-09-14 13:45:00"," Italia","Tutte",""
"2017-09-29","2017-09-29","OSR SUL-CT","Trasporto pubblico locale","PERSONALE VIAGGIANTE SOC. BALTOUR DI TERAMO OPERANTE SULLE DIRETTRICI DELLE REGIONI CAMPANIA, LAZIO, LOMBARDIA, SICILIA E VENETO","4 ORE AD INIZIO DI OGNI TURNO","Nazionale","2017-09-18","2017-09-20 12:19:00"," Italia","Tutte",""
"2017-10-27","2017-10-27","FILT-CGIL/FIT-CISL/UILT-UIL/UGL T./UNICA","Aereo","PERSONALE SOC. ENAV","4 ORE: DALLE 13.00 ALLE 17.00","Nazionale","2017-09-28","2017-09-28 17:29:00"," Italia","Tutte",""
"2017-10-27","2017-10-27","OSR SUL-CT","Trasporto pubblico locale","PERSONALE VIAGGIANTE SOC. BALTOUR DI TERAMO OPERANTE SULLE DIRETTRICI DELLE REGIONI CAMPANIA, LAZIO, LOMBARDIA, SICILIA E VENETO","4 ORE AD INIZIO DI OGNI TURNO","Nazionale","2017-09-23","2017-09-29 09:42:00"," Italia","Tutte",""
"2017-12-01","2017-12-01","CUB TRASPORTI","Aereo","PERSONALE GRUPPO ALITALIA-SAI","24 ORE: DALLE 00.01 ALLE 23.59","Nazionale","2017-09-29","2017-09-29 17:28:00"," Italia","Tutte",""
"2017-11-10","2017-11-10","CIB-UNICOBAS/COBAS-CONFEDERAZIONE  DEI COMITATI DI BASE/USB","Generale","SCIOPERO GENERALE DI TUTTE LE CATEGORIE PUBBLICHE E PRIVATE","INTERA GIORNATA - AEREO: 00.00-23.59; FERROVIARIO:  00.00-20.59  (REG.LE TRENITALIA E TRENORD: 00.00-17.59); TPL: 24 ORE VARIE MODALITA'; MARITTIMO: ISOLE MAGGIORI DA 1 ORA PRIMA PARTENZE DEL 10/11, ISOLE MINORI 00.00-24.00; TAXI: 08.00-22.00","Nazionale","2017-09-27","2017-10-02 09:18:00"," Italia","Tutte",""
"2017-10-27","2017-10-27","FILT-CGIL/FIT-CISL/UILTRASPORTI","Trasporto merci","PERSONALE IMPRESE TRASPORTO MERCI, LOGISTICA E SPEDIZIONE","24 ORE: DALLE 00.00 ALLE 24.00","Nazionale","2017-10-09","2017-10-09 16:00:00"," Italia","Tutte",""
"2017-10-27","2017-10-27","CUB TRASPORTI","Ferroviario","PERSONALE TRASPORTO PASSEGGERI E MERCI SOCC. GRUPPO FSI, NTV, TRENORD, MERCITALIA RAIL,SERFER-SERVIZI FERROVIARI","4 ORE: DALLE 09.00 ALLE 13.00 ( MERCITALIA RAIL DALLE 21.00 DEL 26/10 ALLE 21.00 DEL 27/10 )","Nazionale","2017-10-11","2017-10-11 08:16:00"," Italia","Tutte","ORDINANZA MINISTERIALE N. 189 T DEL 24 10 2017 DI RIDUZIONE DURATA SCIOPERO A 4 ORE: DALLE 9.00 ALLE 13.00"
"2017-10-27","2017-10-27","CUB","Aereo","LAVORATORI COMPARTO AEREO, AEROPORTUALE E INDOTTO DEGLI AEROPORTI REGIONE LOMBARDIA","4 ORE: DALLE 10.00 ALLE 14.00","Nazionale","2017-10-11","2017-10-11 19:35:00"," Italia","Tutte","ADESIONE DELLA O.S. CUB TRASPORTI - ORDINANZA MINISTERIALE N. 189 T DEL 24 10 2017 DI RIDUZIONE DURATA SCIOPERO A 4 ORE: DALLE 10.00 ALLE 14.00"
"2017-10-27","2017-10-27","FIT-CISL","Aereo","PERSONALE NAVIGANTE DELLA SOC. RYANAIR LIMITED","4 ORE: DALLE 14.00 ALLE 18.00","Nazionale","2017-10-12","2017-10-12 17:26:00"," Italia","Tutte",""
"2017-10-27","2017-10-27","FIT-CISL","Aereo","PERSONALE NAVIGANTE DELLA SOC. BROOKFIELD AVIATION INTERNATIONAL","4 ORE: DALLE 14.00 ALLE 18.00","Nazionale","2017-10-12","2017-10-12 17:26:00"," Italia","Tutte",""
"2017-10-27","2017-10-27","FIT-CISL","Aereo","PERSONALE NAVIGANTE DELLA SOC. CREWLINK IRELAND LIMITED","4 ORE: DALLE 14.00 ALLE 18.00","Nazionale","2017-10-12","2017-10-12 17:26:00"," Italia","Tutte",""
"2017-10-27","2017-10-27","FIT-CISL","Aereo","PERSONALE NAVIGANTE DELLA SOC. MCGINLEY AVIATION","4 ORE: DALLE 14.00 ALLE 18.00","Nazionale","2017-10-12","2017-10-12 17:26:00"," Italia","Tutte",""
"2017-10-27","2017-10-27","FIT-CISL","Aereo","PERSONALE NAVIGANTE DELLA SOC. WORKFORCE INTERNATIONAL CONTRACTORS LIMITED","4 ORE: DALLE 14.00 ALLE 18.00","Nazionale","2017-10-12","2017-10-12 17:26:00"," Italia","Tutte",""
"2017-10-26","2017-10-27","CUB TRASPORTI","Trasporto merci","PERSONALE TRASPORTO PASSEGGERI E MERCI SOCC. RAIL TRACTION C.,CAPTRAIN, SBB CARGO I., DB CARGO I., RAIL CARGO I., INRAIL, CROSSRAIL, G.T.S., ED ALTRE","24 ORE: DALLE 21.00 DEL 26/10 ALLE 21.00 DEL 27/10","Nazionale","2017-10-11","2017-10-11 08:16:00"," Italia","Tutte",""
"2017-11-10","2017-11-10","OSR FIT-CISL/UGL-TA","Aereo","PERSONALE SOC. AVIATION SERVICES DELL'AEROPORTO DI FIUMICINO","4 ORE: DALLE 12.00 ALLE 16.00","Nazionale","2017-10-16","2017-10-16 13:22:00"," Italia","Tutte",""
"2017-11-21","2017-11-21","UNICA-CGIL/FIT-CISL/UILT-UIL/UGL-TAXI/FEDERTAXI-CISAL/USB-TAXI/UTI/FAISA-CONFAIL/UNIMPRESA/FAST TPNL-CONFSAL/FITA-CNA/SATAM/SILT/TAM-ACAI/CLAAI/MIT/URI/URITAXI/CONFARTIGIANATO TAXI","Taxi","FERMO NAZIONALE SERVIZIO TAXI","INTERA GIORNATA","Nazionale","2017-10-06","2017-10-19 18:20:00"," Italia","Tutte",""
"2017-12-07","2017-12-07","CUB TRASPORTI","Aereo","PERSONALE GRUPPO ALITALIA-SAI","24 ORE: DALLE 00.01 ALLE 23.59","Nazionale","2017-10-20","2017-10-20 23:50:00"," Italia","Tutte",""
"2017-11-21","2017-11-21","FILT-CGIL/FIT-CISL/UILT-UIL/UGL-TA","Aereo","PERSONALE DIPENDENTE DELLE SOCIETA' DI HANDLING AEROPORTUALE","4 ORE: DALLE 13.00 ALLE 17.00","Nazionale","2017-10-13","2017-10-13 15:22:00"," Italia","Tutte",""
"2017-12-01","2017-12-01","OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL T.A./FLAI T.S./USB LAVORO PRIVATO/ADL","Aereo","PERSONALE SERVIZIO TRASPORTO AEREO DEGLI AEROPORTI DI MILANO LINATE E MALPENSA","24 ORE","Nazionale","2017-10-23","2017-10-23 12:49:00"," Italia","Tutte",""
"2017-11-10","2017-11-10","FILT-CGIL/FIT-CISL/UILT-UIL/UGL T./UNICA","Aereo","PERSONALE SOC. ENAV","4 ORE: DALLE 13.00 ALLE 17.00","Nazionale","2017-10-24","2017-10-24 15:06:00"," Italia","Tutte",""
"2017-11-10","2017-11-10","FIT-CISL","Aereo","PERSONALE NAVIGANTE SOC. BROKFIELD AVIATION INTERNATIONAL ","4 ORE: DALLE 13.00 ALLE 17.00","Nazionale","2017-10-25","2017-10-25 10:46:00"," Italia","Tutte",""
"2017-11-10","2017-11-10","FIT-CISL","Aereo","PERSONALE NAVIGANTE SOC. MCGINLEY AVIATION","4 ORE: DALLE 13.00 ALLE 17.00","Nazionale","2017-10-25","2017-10-25 10:46:00"," Italia","Tutte",""
"2017-11-10","2017-11-10","FIT-CISL","Aereo","PERSONALE NAVIGANTE SOC. CREWLINK IRELAND LIMITED ","4 ORE: DALLE 13.00 ALLE 17.00","Nazionale","2017-10-25","2017-10-25 10:46:00"," Italia","Tutte",""
"2017-11-10","2017-11-10","FIT-CISL","Aereo","PERSONALE NAVIGANTE SOC. RYANAIR LIMITED","4 ORE: DALLE 13.00 ALLE 17.00","Nazionale","2017-10-25","2017-10-25 10:46:00"," Italia","Tutte",""
"2017-11-10","2017-11-10","FIT-CISL","Aereo","PERSONALE NAVIGANTE SOC. WORKFORCE INTERNATIONAL CONTRACTORS LIMITED","4 ORE: DALLE 13.00 ALLE 17.00","Nazionale","2017-10-25","2017-10-25 10:46:00"," Italia","Tutte",""
"2017-11-10","2017-11-10","CUB TRASPORTI","Ferroviario","PERSONALE TRASPORTO PASSEGGERI E MERCI SOCC. GRUPPO FSI, NTV, TRENORD, MERCITALIA RAIL,SERFER-SERVIZI FERROVIARI","TRASPORTO LUNGA PERCORRENZA: DALLE 00.00 ALLE 21.00 -  TRASPORTO REGIONALE: DALLE 00.00 ALLE 18.00","Nazionale","2017-10-30","2017-10-30 23:06:00"," Italia","Tutte","ESCLUSO DALLO SCIOPERO PERSONALE CON SEDE REGIONE SICILIA"
"2017-11-10","2017-11-10","CUB TRASPORTI","Trasporto merci","PERSONALE TRASPORTO PASSEGGERI E MERCI SOCC. RAIL TRACTION C.,CAPTRAIN, SBB CARGO I., DB CARGO I., RAIL CARGO I., INRAIL, CROSSRAIL, G.T.S., ED ALTRE","21 ORE: DALLE 00.00 ALLE 21.00","Nazionale","2017-10-30","2017-10-30 23:06:00"," Italia","Tutte","ESCLUSO DALLO SCIOPERO PERSONALE CON SEDE REGIONE SICILIA"
"2017-12-15","2017-12-15","CONFEDERAZIONE CUB","Aereo","LAVORATORI COMPARTO AEREO, AEROPORTUALE E INDOTTO DEGLI AEROPORTI","24 ORE: DALLE 00.01 ALLE 23.59","Nazionale","2017-11-02","2017-11-02 10:23:00"," Italia","Tutte","ADESIONE DELLA O.S. CUB TRASPORTI"
